,index,id,brandname,brandfurigana,makername,makerfurigana,url,checked,kind,lost,directlink,median,http_response_code,twitter,twitter_data_widget_id,notes,erogetrailers,cien
124,46,136,STONE HEADS,ストーンヘッズ,（株）ストーンヘッズ,ストーンヘッズ,http://www.stoneheads.co.jp/,,CORPORATION,f,t,54.0,200.0,,,,766.0,
125,47,137,Jam,ジャム,,,,,CORPORATION,t,f,60.0,200.0,,,,1614.0,
126,48,139,13cm,ジュウサンセンチ,株式会社ビジュアルアーツ,ビジュアルアーツ,http://13cm.jp/,,CORPORATION,f,t,70.0,200.0,E_product_info,,,737.0,
127,247,140,Sirius,シリウス,,,http://sirius.product.co.jp/,,CORPORATION,t,t,72.0,200.0,,,,715.0,
128,248,141,Sweet Basil,スイートバジル,有限会社ウィル,ウィル,,,CORPORATION,t,f,60.0,,,,,1859.0,
129,249,142,SWeet,スイート,,,http://www.sp-janis.com/otherbrand.html,,CORPORATION,t,t,42.0,200.0,,,,,
130,2925,143,SOUP,スープ,,,,,CORPORATION,t,f,41.0,,,,,,
131,250,144,SQUADRA D,スクアドラディ,株式会社ペーパームーン,ペーパームーン,,,CORPORATION,t,t,60.0,200.0,,,,1325.0,
132,275,145,Studio Air,スタジオエア,,,http://www.studio-air.com/air/,,CORPORATION,f,t,60.0,200.0,,,,753.0,
133,276,146,ScooP,スクープ,,,,,CORPORATION,t,t,55.0,,,,,,
134,277,147,ScrambleHOUSE,スクランブルハウス,株式会社　彩文館出版,サイブンカンシュッパン,https://www.saibunkan.co.jp/scramble/,,CORPORATION,t,f,68.0,200.0,,,,1916.0,
135,278,148,Studio e.go!,スタジオエゴ,株式会社 ゲットアイン,ゲットアイン,https://www.studio-ego.jp/,,CORPORATION,f,t,70.0,200.0,studio_e_go,626956180699516928,,754.0,
136,279,149,GAIA,ガイア,,,,,CORPORATION,t,f,20.0,,,,,585.0,
137,280,150,すたじお実験室,スタジオジッケンシツ,,,http://honeystation.hanipo.jp/,,CORPORATION,t,f,55.0,200.0,,,,,
138,2582,151,Studio-TR!,スタジオトリップス,,,,,CORPORATION,t,t,63.0,,,,,,
139,2583,152,STUDIOねこぱんち,スタジオネコパンチ,株式会社ウィズ,ウィズ,,,CORPORATION,t,t,65.0,,,,,1838.0,
140,2584,153,STUDIO PANDORA,スタジオパンドラ,,,http://www.stpandora.co.jp/,,CORPORATION,f,t,50.0,200.0,,,,,
141,2585,154,STUDiO B-ROOM,スタジオブルーム,,,,,CORPORATION,t,f,65.0,200.0,,,,1684.0,
142,2586,156,すたじおみりす,スタジオミリス,,,https://web.archive.org/web/20070517012639/http://www.studio-miris.com/,,CORPORATION,t,f,74.0,,,,,760.0,
143,305,157,Studio Mebius,スタジオメビウス,株式会社ビジュアルアーツ,ビジュアルアーツ,http://studio-mebius.product.co.jp/,,CORPORATION,f,f,75.0,200.0,studio_mebius,,,288.0,
144,306,159,specious,スピーシャス,（株）ソフパル,ソフパル,,,CORPORATION,t,t,59.0,200.0,,,,,
145,307,160,SPEED,スピード,,,http://www.iris-designworks.co.jp/SPEED_index.php,,CORPORATION,f,f,70.0,200.0,infection_pv,,,771.0,
146,308,161,SPIEL,シュピール,株式会社シュピール,シュピール,http://www.spielsoft.co.jp/,,CORPORATION,t,t,60.0,200.0,,,,713.0,
147,1640,162,スピカ,スピカ,有限会社オークランド,オークランド,,,CORPORATION,t,t,63.0,,,,,,
148,1641,163,SPLASH(DOTMAN系列),スプラッシュ,,,,,CORPORATION,f,f,44.0,,,,,777.0,
149,1642,164,SPACE PROJECT,スペースプロジェクト,,,http://www.sp-janis.com/otherbrand.html,,CORPORATION,t,t,57.0,,,,,,
150,1643,166,SEGUE LABORATORY,セグエラボラトリー,,,,,CORPORATION,t,t,45.0,,,,,,
151,309,167,Zenos,ゼノス,,,https://web.archive.org/web/20131224061158/http://www.hue.co.jp/,,CORPORATION,t,f,50.0,200.0,,,,,
152,310,169,Selen,セレン,,,,,CORPORATION,t,t,72.0,200.0,,,,276.0,
153,331,170,Serene,セレネ,,,,,CORPORATION,t,f,33.0,,,,,791.0,
154,332,171,ZERO,ゼロ,株式会社ビジュアルアーツ,ビジュアルアーツ,http://zero.product.co.jp/,,CORPORATION,t,t,65.0,200.0,,,,110.0,
155,333,172,ZONE,ゾーン,有限会社ゾーン,ゾーン,,,CORPORATION,t,t,50.0,,,,,804.0,
156,334,173,Societa,ソシエッタ,（有）ソシエッタ代官山,ソシエッタダイカンヤマ,,,CORPORATION,t,t,40.0,403.0,,,,,
157,335,174,SOGNA,ソニア,,,,,CORPORATION,t,t,55.0,,,,,800.0,
158,336,175,Sophia,ソフィア,有限会社ソフィア,有限会社ソフィア,,,CORPORATION,t,t,50.0,,,,,1839.0,
159,337,176,ソフトウェアハウスぱせり,ソフトウェアハウスパセリ,,,,,CORPORATION,t,t,60.0,200.0,,,,801.0,
160,360,177,ソフトハウスキャラ,ソフトハウスキャラ,,,,,CORPORATION,t,t,75.0,200.0,shchara_tw,,,47.0,1736.0
161,361,178,ソルシエール,ソルシエール,,,,,CORPORATION,t,t,55.0,,,,,,
162,362,179,Soleil,ソレイル,,,http://www.sp-janis.com/otherbrand.html#soleil,,CORPORATION,t,t,70.0,200.0,,,,1506.0,
163,363,180,ゾンビーズ・パラダイム,ゾンビーズパラダイム,,,,,CORPORATION,t,t,50.0,,,,,,
164,769,181,大吟醸,ダイギンジョウ,,,,,CORPORATION,t,t,71.0,403.0,,,,,
165,364,182,Types,タイプス,,,,,CORPORATION,t,t,75.0,,,,,1929.0,
166,770,183,Tactics,タクティクス,,,http://tactics.nexton-net.jp/,,CORPORATION,f,t,77.0,200.0,makura_kh,,,76.0,
167,771,184,D-XX,ダブルクロス,,,,,CORPORATION,t,t,39.0,,,,,,
168,772,185,DALL,ダル,㈱サークル出版社,サークルシュッパンシャ,,,CORPORATION,t,t,50.0,,,,,,
169,773,187,ちぇりーそふと,チェリーソフト,株式会社ちぇりーそふと,チェリーソフト,,,CORPORATION,t,f,67.0,,,,,829.0,
170,774,188,CHOCO,チョコ,,,,,CORPORATION,t,t,35.0,,,,,,
171,775,189,tiare,ティアラ,,,,,CORPORATION,t,f,60.0,,,,,,
172,73,190,D.O.(ディーオー),ディーオー,株式会社ディーオー,ディーオー,http://www.do-game.co.jp/r18/,,CORPORATION,f,f,84.0,200.0,,,,96.0,
173,365,191,DEEP ZONE,ディーズ,,,http://www.ume.gr.jp/product/product_dz.html,,CORPORATION,t,t,50.0,200.0,,,,,
174,74,192,deeps,ディープス,,,http://www.sp-janis.com/otherbrand.html,,CORPORATION,t,t,59.0,200.0,,,,,
175,75,193,TeaProject,ティープロジェクト,,,,,CORPORATION,t,t,40.0,,,,,841.0,
176,366,194,Tail,テイル,,,,,CORPORATION,t,t,55.0,,,,,845.0,
177,390,195,TinkerBell,ティンカーベル,（有）サイバーワークス,サイバーワークス,http://www.cyberworks.jp/,,CORPORATION,f,t,70.0,200.0,CyberworksKoho,,,842.0,
178,391,196,Deco1,デコピン,株式会社　彩文館出版,サイブンカンシュッパン,,,CORPORATION,t,t,53.0,404.0,,,,,
179,392,197,デザイアー,デザイアー,,,,,CORPORATION,t,t,60.0,,,,,,
180,393,198,デジアニメ・コーポレイション,デジアニメコーポレイション,,,http://www.digianime.co.jp/,,CORPORATION,f,t,70.0,200.0,,,,1425.0,
181,394,199,TESLA,テスラ,,,,,CORPORATION,t,t,80.0,,,,,,
182,76,200,TETRATECH,テトラテック,有限会社テトラテック,テトラテック,,,CORPORATION,t,t,63.0,999.0,,,,,
183,77,202,Terios,テリオス,,,http://www.terios-soft.net/,,CORPORATION,f,t,70.0,200.0,info_terios,,,853.0,
184,395,203,telluru,テルル,,,,,CORPORATION,t,t,30.0,,,,,,
185,419,204,天津堂,テンシンドウ,株式会社ソフパル,ソフパル,http://tenshindo.amusecraft.com/,,CORPORATION,t,t,65.0,200.0,unisonshift,,,1424.0,
186,78,205,TO BE,トゥービー,,,,,CORPORATION,t,t,61.0,,,,,,
187,420,206,DOLLHOUSE,ドールハウス,,,,,CORPORATION,t,t,60.0,200.0,,,,,
188,421,207,TOPCAT,トップキャット,,,http://www.topcat.jp/,,CORPORATION,t,t,79.0,200.0,topcat_jp,421886255463280640,,97.0,
189,422,208,Triangle,トライアングル,合資会社　天門,テンモン,http://www.route2.co.jp/,,CORPORATION,f,t,70.0,200.0,Route2_tri,322761242525704192,,292.0,5685.0
190,423,209,Trush,トラッシュ,,,https://web.archive.org/web/20020210122722/http://www.infonia.ne.jp/~fix/,,CORPORATION,t,t,55.0,,,,,,
191,449,210,トラヴュランス,トラヴュランス,株式会社シーディーブロス,シーディーブロス,,,CORPORATION,t,t,60.0,200.0,,,,882.0,
192,103,212,TROPICAL SOFT,トロピカルソフト,,,,,CORPORATION,t,t,70.0,,,,,1781.0,
193,450,213,k’Night!,ナイト,株式会社サンテックジャパン,サンテックジャパン,,,CORPORATION,t,f,50.0,,,,,1852.0,
194,451,214,にくきゅう,ニクキュウ,,,,,CORPORATION,t,f,60.0,404.0,,,,,
195,2327,215,NitroPlus,ニトロプラス,有限会社 ニトロプラス,ニトロプラス,https://www.nitroplus.co.jp/,,CORPORATION,f,t,82.0,302.0,nitroplus_staff,329192873775992832,当ホームページにはニトロプラスの許可の上でニトロプラスの著作素材を転載しております。これらは他への転載を禁じます。,28.0,
196,2328,216,Nouvelle,ヌーヴェル,(株)レイジングカンパニー,レイジングカンパニー,,,CORPORATION,t,f,20.0,301.0,,,,,
197,104,217,ねこねこソフト,ネコネコソフト,,,https://nekoneko-soft.info/,,CORPORATION,f,f,77.0,200.0,nekoneko_soft,394359966158450688,,326.0,
198,452,218,NEON,ネオン,有限会社スタジオオックス,スタジオオックス,,,CORPORATION,t,t,20.0,,,,,,
199,2329,219,BERSERKER,バーサーカー,,,,,CORPORATION,t,f,45.0,,,,,2679.0,
200,477,220,Purple,パープル,株式会社　ジャスト,ジャスト,http://www.purplesoftware.jp/,,CORPORATION,t,t,71.0,200.0,,,,,
201,478,222,HYPERSPACE,ハイパースペース,,,,,CORPORATION,t,t,20.0,,,,,,
202,479,223,BIND,バインド,,,,,CORPORATION,t,t,60.0,,,,,,
203,2947,224,覇王,ハオウ,,,http://www.r18game.com/haoh/,,CORPORATION,f,t,60.0,200.0,haoh_eroge,421886411000655872,,1367.0,
204,2948,225,ぱじゃまソフト,パジャマソフト,,,http://www.pajamas.ne.jp/,,CORPORATION,f,t,78.0,200.0,pencil_official,423437087073787906,,41.0,
205,2949,226,BasiL,バジル,,,,,CORPORATION,t,f,80.0,200.0,,,,196.0,
206,105,227,PASSGUARD,パスガード,,,,,CORPORATION,t,f,45.0,,,,,,
207,106,228,裸足少女,ハダシショウジョ,株式会社ビジュアルアーツ,ビジュアルアーツ,http://hadashi.product.co.jp/,,CORPORATION,f,t,75.0,200.0,hadashi_shojo,415133978786406401,,348.0,
208,2112,229,passion,パッション,,,,,CORPORATION,t,t,,,,,,,
209,107,232,PAPRIKA,パプリカ,,,,,CORPORATION,t,t,61.0,,,,,941.0,
210,2950,234,ハローたあとる,ハロータアトル,,,,,CORPORATION,t,t,17.0,,,,,,
211,2951,235,ぱんだはうす,パンダハウス,有限会社ぱんだはうす,パンダハウス,,,CORPORATION,t,f,60.0,,,,,136.0,
212,2952,237,PUMPIE,パンピー,,,,,CORPORATION,t,t,5.0,200.0,,,,,
213,480,238,ぱんぷきんべあ,パンプキンベア,,,,,CORPORATION,t,t,40.0,,,,,,
214,481,239,PiAS,ピアス,株式会社ゲイトワークス,ゲイトワークス,,,CORPORATION,t,t,60.0,,,,,,
215,2953,240,BeF,ビイエフ,,,,,CORPORATION,t,f,60.0,,,,,952.0,
216,482,241,Peach,ピーチ,,,,,CORPORATION,t,t,65.0,,,,,,
217,483,242,び～にゃん,ビーニャン,,,http://www.r18game.com/beenyan/,,CORPORATION,f,f,65.0,200.0,,,,951.0,
218,5344,243,BISHOP,ビショップ,,,http://www.bishop.jp/,,CORPORATION,f,f,73.0,200.0,BISHOP_JP,315396316253523968,,198.0,
219,485,244,ひよこソフト(有限会社エーエムシー),ヒヨコソフトユウゲンガイシャエーエムシー,,,,,CORPORATION,t,f,50.0,,,,,1503.0,
220,486,245,ピストンソフト,ピストンソフト,,,,,CORPORATION,t,t,75.0,,,,,,
221,487,246,うさぎソフト,ウサギソフト,有限会社　エスエスジー,エスエスジー,,,CORPORATION,t,f,55.0,,,,,488.0,
222,488,247,PIL,ピル,（株）PIL,ピル,http://www.pil-codepink.jp/,,CORPORATION,f,f,70.0,200.0,PILCODEPINK,343174451543814144,,1314.0,
223,489,248,PINKYSOFT,ピンキィソフト,,,http://www.pinkysoft.net/,,CORPORATION,f,t,55.0,200.0,,,,965.0,
224,509,250,Pinpai,ピンパイ,,,http://www.pinkpineapple.co.jp/,,CORPORATION,f,t,60.0,200.0,pinpai,,,1539.0,
225,130,251,Factor,ファクター,,,,,CORPORATION,t,t,32.0,,,,,,
226,131,253,FANCY,ファンシー,,,,,CORPORATION,t,t,50.0,200.0,,,,974.0,
227,132,254,FISHCAFE,フィッシュカフェ,,,,,CORPORATION,t,f,58.0,,,,,1964.0,
228,133,255,風露,フウロ,,,,,CORPORATION,t,t,57.0,,,,,,
229,134,257,for,フォー,,,,,CORPORATION,t,t,50.0,,,,,1477.0,
230,135,258,Force,フォース,,,https://web.archive.org/web/20010807024527/http://www.din.or.jp/~shift/force/main.html,,CORPORATION,t,t,78.0,,,,,1935.0,
231,136,259,FOSTER,フォスター,,,,,CORPORATION,t,t,50.0,,,,,1676.0,
232,137,260,FORESTER,フォレスター,,,http://www.will-game.com/forester/,,CORPORATION,f,t,60.0,200.0,willplus_staff,,,,
233,510,261,ぷちDEVIL,プチデビル,有限会社インターハート,インターハート,,,CORPORATION,t,t,60.0,200.0,,,,,
234,511,262,FlyingShine,フライングシャイン,(有）フライングシャイン,フライングシャイン,,,CORPORATION,t,t,89.0,200.0,flyingshine,,,996.0,
235,512,263,BROWNIE,ブラウニー,有限会社ブラウニー,ブラウニー,,,CORPORATION,t,t,56.0,,,,,,
236,513,264,PL+US,プラス,,,,,CORPORATION,t,t,70.0,,,,,,
237,514,265,PlatinumSoft,プラチナソフト,,,,,CORPORATION,t,f,65.0,,,,,,
238,5345,266,Blucky,ブラッキー,有限会社バードランド,バードランド,,,CORPORATION,t,f,60.0,200.0,,,,,
239,516,267,BLACK PACKAGE,ブラックパッケージ,,,http://www.edge-bp.com/,,CORPORATION,t,t,64.0,200.0,,,,1015.0,
240,517,268,BLACK LIGHT,ブラックライト,,,,,CORPORATION,t,f,70.0,,,,,1019.0,
241,518,269,Free’s,フリース,,,http://www.nextftp.com/frees/,,CORPORATION,f,t,55.0,200.0,,,,,
242,519,270,PRIMA,プリマ,,,,,CORPORATION,t,f,62.0,999.0,,,,1050.0,
243,520,271,BLUE GALE,ブルーゲイル,,,http://www.bluegale.com/,,CORPORATION,f,t,67.0,200.0,bluegale_lucie,336799746289201152,,202.0,
244,521,272,BlueBell,ブルーベル,（有）サイバーワークス,サイバーワークス,,,CORPORATION,t,t,60.0,200.0,,,,,
245,522,274,Project-μ,プロジェクトミュー,,,,,CORPORATION,t,f,70.0,,,,,1055.0,
246,546,275,FrontWing,フロントウイング,,,http://frontwing.jp/,,CORPORATION,f,t,78.0,200.0,fw_official,325489711378472962,,180.0,
247,547,277,BELL-DA,ベルダ,,,,,CORPORATION,t,f,54.0,,,,,1796.0,
248,161,278,ペンギンワークス,ペンギンワークス,有限会社ペンギンワークス,ペンギンワークス,,,CORPORATION,t,f,65.0,,,,,,
249,162,279,VOICE,ボイス,有限会社リバース・イメージ・クリエイション,リバースイメージクリエイション,,,CORPORATION,t,t,65.0,,,,,,
250,163,280,ポイズンブレス,ポイズンブレス,,,,,CORPORATION,t,f,51.0,,,,,,
251,164,281,Pochette,ポシェット,,,,,CORPORATION,t,t,60.0,200.0,,,,1844.0,
252,165,282,Bonbee!,ボンビー,,,http://bonbee.product.co.jp/,,CORPORATION,f,f,75.0,200.0,,,,1075.0,
253,548,283,Mermaid,マーメイド,有限会社アクアブルー,アクアブルー,https://web.archive.org/web/20060426010030/http://www2.sdia.or.jp/~mermaid/,,CORPORATION,t,f,60.0,,,,,1081.0,
254,549,284,maika(J-BOX),マイカ,,,,,CORPORATION,t,f,31.0,,,,,1893.0,
255,550,285,Masys,マシス,有限会社マシス,マシス,https://masys.jp/,,CORPORATION,f,f,53.0,200.0,,,,1091.0,
256,5346,286,まりも,マリモ,,,,,CORPORATION,t,t,45.0,,,,,,
257,2330,287,MISTYMOON,ミスティムーン,,,,,CORPORATION,t,t,60.0,403.0,,,,1106.0,
258,2331,288,まんほーる,マンホール,,,,,CORPORATION,t,f,50.0,,,,,,
259,551,289,MINA,ミナ,,,http://www.sp-janis.com/otherbrand.html#mina,,CORPORATION,t,t,59.0,200.0,,,,1109.0,
260,578,290,美遊,ミュウ,株式会社美遊,ミュウ,,,CORPORATION,t,t,74.0,200.0,,,,1116.0,
261,579,291,Mutation,ミューテーション,,,,,CORPORATION,t,t,45.0,,,,,,
262,580,292,雅,ミヤビ,（株）ビジュアルアーツ,ビジュアルアーツ,,,CORPORATION,t,f,60.0,,,,,,
263,581,294,Milky Farm,ミルキーファーム,有限会社オークランド,オークランド,,,CORPORATION,t,t,10.0,,,,,,
264,582,295,MINT,ミント,,,http://www.kt.rim.or.jp/~juice/products.html,,CORPORATION,t,t,,200.0,,,,,
265,583,296,Mink,ミンク,株式会社　ミンク,ミンク,http://www.mink.co.jp/,,CORPORATION,t,t,65.0,200.0,mink_official,423630990376853504,,1125.0,
266,584,297,moon,ムーン,,,,,CORPORATION,t,t,50.0,302.0,,,,,
267,608,298,May-Be SOFT(メイビーソフト),メイビーソフト,有限会社テックアーツ,テックアーツ,http://www.teck.co.jp/maybesoft/,,CORPORATION,t,f,60.0,200.0,maybesoft_staff,,,,
268,108,299,メイフルハウス・かれん,メイフルハウスカレン,,,,,CORPORATION,t,t,41.0,,,,,1819.0,
269,609,300,megami,メガミ,,,,,CORPORATION,t,t,60.0,,,,,1130.0,
270,610,301,MESA,メサ,,,,,CORPORATION,t,t,50.0,200.0,,,,,
271,611,302,メルロー,メルロー,,,,,CORPORATION,t,f,60.0,200.0,,,,1538.0,
272,612,303,Melody,メロディ,有限会社ぱんだはうす,パンダハウス,,,CORPORATION,t,t,65.0,,,,,2184.0,
273,613,304,Euphony Production,ユーフォニープロダクション,アセンブラージュ（株）,アセンブラージュ,http://www.assemblage.co.jp/,,CORPORATION,t,t,70.0,200.0,,,,2385.0,
274,615,305,U・Me SOFT,ユーミソフト,,,http://www.ume.gr.jp/,,CORPORATION,f,t,65.0,200.0,u_me_soft,577095602976079873,,296.0,
275,616,306,UNiSONSHIFT,ユニゾンシフト,株式会社ソフパル,ソフパル,http://unisonshift.amusecraft.com/,,CORPORATION,f,t,70.0,200.0,unisonshift,423632467476492290,,127.0,
276,617,307,Liar-soft(ビジネスパートナー),ライアーソフトビジネスパートナー,,,https://www.liar.co.jp/,,CORPORATION,f,t,80.0,200.0,liar_railsoft,331428785608073217,,114.0,
277,618,308,riot,ライオット,,,,,CORPORATION,t,t,60.0,,,,,1957.0,
278,619,309,light,ライト,株式会社グリーンウッド,グリーンウッド,http://www.light.gr.jp/,,CORPORATION,f,t,80.0,200.0,light_staff_tw,325617267406671872,,8.0,
279,646,310,LightPlan,ライトプラン,,,,,CORPORATION,t,t,55.0,,,,,,
280,2976,311,Ripe,ライプ,,,http://www.teck.co.jp/ripe/,,CORPORATION,t,f,60.0,200.0,,,,1170.0,
281,189,312,LOVE-GUN,ラブガン,,,,,CORPORATION,t,f,60.0,,,,,2675.0,
282,190,313,RaM,ラム,,,http://ram.product.co.jp/,,CORPORATION,t,t,76.0,200.0,,,,1196.0,
283,191,314,R.A.N Software,ランソフトウェア,,,,,CORPORATION,t,t,70.0,,,,,1633.0,
284,192,315,REALDEAL,リアルディール,,,,,CORPORATION,t,t,60.0,200.0,,,,,
285,193,316,Leaf,リーフ,株式会社アクアプラス,アクアプラス,https://leaf.aquaplus.jp/,,CORPORATION,f,f,80.0,200.0,Leaf_JP,423632962651820032,,237.0,
286,194,317,Lyceen,リセアン,株式会社ライズ,ライズ,,,CORPORATION,t,t,63.0,,,,,,
287,2977,318,LIBIDO,リビドー,キューティーリソース有限会社,キューティーリソース,http://www.libido.ne.jp/,,CORPORATION,t,t,52.0,200.0,,,,1216.0,
288,2978,319,LiFox,ライフォックス,,,http://www.lifox.co.jp/,,CORPORATION,f,t,64.0,200.0,,,,1418.0,
289,195,320,REWNOSS,リューノス,,,,,CORPORATION,t,f,75.0,,,,,1741.0,
290,2979,321,Lily-z,リリィーズ,,,,,CORPORATION,t,t,41.0,,,,,,
291,2980,322,LiLiM,リリム,株式会社　彩文館出版,サイブンカンシュッパン,https://s-digi.jp/lilim/,,CORPORATION,f,t,65.0,200.0,LiLiM_NTR,,,101.0,
292,2981,323,RINGERBELL,リンガーベル,,,,,CORPORATION,t,t,51.0,,,,,1227.0,
293,647,324,ROOT,ルート,（有）オービット,オービット,,,CORPORATION,t,t,72.0,200.0,,423633279745396736,,271.0,
294,648,325,rúf(ruf),ルーフ,有限会社ウィル,ウィル,,,CORPORATION,t,f,78.0,200.0,,,,1231.0,
295,649,326,RUNE,ルーン,株式会社ルーン,ルーン,https://web.archive.org/web/20111207231557/http://www.rune.jp/index.html,,CORPORATION,t,t,73.0,200.0,,,,130.0,
296,650,327,LUNAR SOFT,ルナーソフト,,,https://web.archive.org/web/20041213020948/http://www.cosmos.co.jp/lunar/,,CORPORATION,t,f,50.0,,,,,,
297,1808,328,ルネ,ルネ,,,https://www.lune-soft.jp/,,CORPORATION,f,f,70.0,302.0,luneman_etc,321963899836571649,,336.0,
298,676,329,Rateblack,レイトブラック,株式会社グリーンウッド,グリーンウッド,http://www.light.gr.jp/,,CORPORATION,t,t,60.0,200.0,light_staff_tw,,,1246.0,
299,677,330,RAVE,レイヴ,有限会社レイヴ,レイヴ,http://www.remus.dti.ne.jp/~rave-aki/,,CORPORATION,f,t,40.0,200.0,,,,,
300,222,331,RAIN SOFTWARE,レインソフトウェア,,,http://www.rain.co.jp/,,CORPORATION,t,t,55.0,999.0,,,,,
301,1809,332,LOZE,ロゼ,,,,,CORPORATION,t,t,55.0,,,,,1928.0,
302,2982,333,ROCKET,ロケット,,,,,CORPORATION,t,t,38.0,,,,,,
303,678,334,Waffle,ワッフル,,,http://www.waffle1999.com/,,CORPORATION,f,t,75.0,200.0,waffle1999,315745003479638016,,147.0,
304,679,335,ぷちX,プチエックス,アセンブラージュ（株）,アセンブラージュ,http://www.assemblage.co.jp/,,CORPORATION,t,t,65.0,200.0,,,,,
305,680,336,日本プランテック,ニホンプランテック,,,,,CORPORATION,t,t,69.0,,,,,,
306,681,337,キュアキューブ,キュアキューブ,アセンブラージュ（株）,アセンブラージュ,http://www.assemblage.co.jp/,,CORPORATION,t,t,67.0,200.0,,,,,
307,705,338,Artemis,アルテミス,,,,,CORPORATION,t,f,45.0,,,,,1963.0,
308,223,339,VISION,ビジョン,,,http://www.illusion.jp/,,CORPORATION,t,t,45.0,200.0,illusion_online,,,,
309,224,340,MOTION,モーション,,,http://www.illusion.jp/,,CORPORATION,t,f,60.0,200.0,illusion_online,,,,
310,1865,341,DISCOVERY,ディスカバリー,,,,,CORPORATION,t,t,70.0,,,,,861.0,
311,2872,342,カクテル・ソフト,カクテルソフト,（株）F＆C,エフアンドシー,https://fandc.co.jp/,,CORPORATION,f,t,65.0,200.0,FANDC_Staff,,,209.0,
